accountNumber,agentId,name,macAddress,family,ipAddress,gateway,netMask,timestamp
185946404262,o-1z8xtzcqe7w0fa28x,eth0,00:50:56:01:12:D2,Ipv4,192.168.92.21,0.0.0.0,255.255.255.0,2018-05-27 01:53:36
185946404262,o-1z8xtzcqe7w0fa28x,eth0:0,00:50:56:01:12:D2,Ipv4,192.168.92.130,0.0.0.0,255.255.255.0,2018-05-27 01:53:36
185946404262,o-1z8xtzcqe7w0fa28x,eth0:1,00:50:56:01:12:D2,Ipv4,192.168.92.131,0.0.0.0,255.255.255.0,2018-05-27 01:53:36
185946404262,o-1z8xtzcqe7w0fa28x,eth0:2,00:50:56:01:12:D2,Ipv4,192.168.92.132,0.0.0.0,255.255.255.0,2018-05-27 01:53:36
185946404262,o-1z8xtzcqe7w0fa28x,eth0:3,00:50:56:01:12:D2,Ipv4,192.168.92.133,0.0.0.0,255.255.255.0,2018-05-27 01:53:36
185946404262,o-1z8xtzcqe7w0fa28x,eth0,00:50:56:01:12:D2,Ipv4,192.168.92.21,0.0.0.0,255.255.255.0,2018-05-27 01:53:36
185946404262,o-1z8xtzcqe7w0fa28x,eth0:0,00:50:56:01:12:D2,Ipv4,192.168.92.130,0.0.0.0,255.255.255.0,2018-05-27 01:53:36
185946404262,o-1z8xtzcqe7w0fa28x,eth0:1,00:50:56:01:12:D2,Ipv4,192.168.92.131,0.0.0.0,255.255.255.0,2018-05-27 01:53:36
185946404262,o-1z8xtzcqe7w0fa28x,eth0:2,00:50:56:01:12:D2,Ipv4,192.168.92.132,0.0.0.0,255.255.255.0,2018-05-27 01:53:36
185946404262,o-1z8xtzcqe7w0fa28x,eth0:3,00:50:56:01:12:D2,Ipv4,192.168.92.133,0.0.0.0,255.255.255.0,2018-05-27 01:53:36
185946404262,o-1z8xtzcqe7w0fa28x,eth0,00:50:56:01:12:D2,Ipv4,192.168.92.21,0.0.0.0,255.255.255.0,2018-05-27 02:38:34
185946404262,o-1z8xtzcqe7w0fa28x,eth0:0,00:50:56:01:12:D2,Ipv4,192.168.92.130,0.0.0.0,255.255.255.0,2018-05-27 02:38:34
